       #time[s],            tag,       mass[kg],           x[m],           y[m],           z[m],        vx[m/s],        vy[m/s],        vz[m/s],      ax[m/s^2],      ay[m/s^2],      az[m/s^2]
              0,            228,            0.0,           -0.4,            0.7,           -0.0,           -4.9,           15.5,            2.7,            4.1,          -14.1,            3.0
              0,            229,            0.0,           -0.2,            0.5,           -0.3,           -1.6,           -3.4,           -1.5,           -0.8,          -16.1,            9.1
              0,            230,            0.0,            1.0,            0.5,            0.1,           -2.1,           -0.3,           -0.9,           -5.7,           -4.1,           -1.3
              0,            231,            0.0,            1.0,           -0.1,           -0.5,           -2.0,            1.3,           -0.8,           -6.6,           -0.4,            4.3
              0,            232,            0.0,           -1.0,            0.2,            0.7,            2.7,           -2.2,           -0.0,            7.3,           -2.5,           -3.0
              0,            233,            0.0,           -0.1,            0.1,           -0.2,            3.0,           -2.0,            3.1,           24.0,          -21.4,            7.3
              0,            234,            0.0,            0.6,            0.8,            0.8,           -1.9,           -1.5,            1.3,           -3.5,           -4.6,           -3.7
              0,            235,            0.0,            0.2,           -1.1,            0.0,            0.3,            1.2,           -2.6,           -0.0,            9.0,            0.3
              0,            236,            0.0,           -0.2,           -1.2,           -0.1,           -2.8,            2.0,           -0.4,            1.3,            7.6,            0.6
              0,            237,            0.0,           -0.3,           -0.1,           -0.0,           -2.6,            0.4,            3.2,           29.3,            4.6,            8.5
              0,            238,            0.0,           -0.0,            0.4,           -0.1,           -2.2,           -2.9,           -0.5,           -7.2,          -18.6,            4.5
              0,            239,            0.0,           -0.2,           -0.1,            0.1,            4.9,           -0.7,            1.6,           19.7,           -5.6,          -10.8
              0,            240,            0.0,           -0.5,            0.4,           -0.0,            3.7,            1.0,            1.8,           10.9,          -13.0,           -4.2
              0,            241,            0.0,            0.3,           -0.2,            0.6,            1.3,           -0.0,           -2.5,           -9.4,            2.8,           -9.2
              0,            242,            0.0,           -0.1,            0.2,            0.5,           -3.3,           -0.5,           -2.7,           -2.6,           -6.9,          -14.2
              0,            243,            0.0,            0.5,           -0.5,            0.1,           -1.8,            1.6,            0.8,           -9.4,           10.1,           -1.2
              0,            244,            0.0,            0.6,            0.2,           -0.6,           -0.5,           -0.3,            3.0,           -5.7,           -2.0,            7.4
              0,            245,            0.0,           -0.1,            0.1,           -0.5,            0.2,           -1.9,            3.8,            3.2,           -3.3,           19.4
              0,            246,            0.0,           -0.2,           -1.3,            1.2,           -1.4,            1.5,           -1.5,            0.5,            3.3,           -3.0
              0,            247,            0.0,           -1.6,            0.1,           -0.5,            3.0,            0.2,            0.1,            6.2,            0.0,            2.4
              0,            248,            0.0,            0.2,           -0.2,            0.1,           -1.8,            1.7,           -1.3,          -14.7,            8.6,          -13.8
              0,            249,            0.0,            2.4,            0.0,           -0.3,            0.2,           -1.9,            1.0,           -3.0,           -0.0,            0.5
              0,            250,            0.0,            0.4,           -0.4,            0.4,           -0.5,            2.3,           -0.9,           -8.5,            5.9,           -9.0
              0,            251,            0.0,           -0.2,           -0.2,            0.0,           -0.5,            3.9,            0.7,           14.9,           37.7,           -6.2
              0,            252,            0.0,           -0.3,            1.5,           -1.3,            1.7,           -2.1,            0.5,            0.1,           -2.9,            2.6
              0,            253,            0.0,            1.1,           -0.2,           -0.5,           -2.0,            1.0,            0.4,           -7.0,            1.6,            2.8
              0,            254,            0.0,           -0.5,            0.2,            0.0,            1.3,           -3.5,           -2.5,           16.8,           -0.2,           -1.0
              0,            255,            0.0,           -0.3,            0.2,            0.1,            1.9,           -3.8,           -0.2,           10.9,           -4.8,           -6.5
              0,            256,            0.0,           -0.6,            0.1,            0.2,           -1.5,           -0.2,            0.2,           21.6,           10.3,           -3.3
              0,            257,            0.0,           -0.0,           -0.2,           -1.0,           -1.7,           -0.6,            1.4,           -0.8,            1.3,            9.8
              0,            258,            0.0,           -0.1,           -0.2,            0.1,            2.7,           -0.9,           -3.2,           34.5,           -7.8,           -1.6
              0,            259,            0.0,           -0.5,            0.3,            0.4,            0.3,            4.2,            0.4,            8.3,           -2.5,          -11.6
              0,            260,            0.0,           -0.3,            0.2,           -0.1,            2.7,            1.8,            3.2,           10.1,           -6.2,            8.2
              0,            261,            0.0,            0.3,            0.0,            0.9,           -0.1,            0.2,           -3.1,           -3.3,            3.6,           -8.7
              0,            262,            0.0,           -1.1,           -0.1,            0.6,            2.2,            1.1,           -0.3,            7.7,            2.7,           -2.9
              0,            263,            0.0,           -2.9,            2.3,            0.6,           -0.6,            0.7,            1.0,            1.2,           -0.9,           -0.2
              0,            264,            0.0,           -0.9,           -1.1,           -0.9,           -0.0,            2.2,           -0.9,            2.4,            1.9,            3.3
              0,            265,            0.0,           -0.0,            0.6,            0.2,           -0.2,           -3.9,            1.8,           -5.7,          -14.2,           -6.6
              0,            266,            0.0,            0.4,           -0.1,           -0.4,           -2.2,            2.1,            2.5,          -13.6,            9.4,            9.0
              0,            267,            0.0,            0.3,           -0.5,           -0.2,           -4.0,            0.3,           -1.3,          -10.6,            8.1,            5.9
              0,            268,            0.0,           -0.3,            0.3,            0.5,           -2.0,           -0.4,           -2.7,            5.3,           -5.1,          -12.9
              0,            269,            0.0,            1.3,           -0.4,            0.3,           -0.4,           -0.1,            1.5,           -6.0,            2.1,           -1.0
              0,            270,            0.0,           -0.1,           -0.1,           -0.5,            1.4,            0.3,           -1.2,           -0.5,            2.2,           18.3
              0,            271,            0.0,            0.3,           -0.8,           -0.5,            0.6,            0.3,            0.6,           -2.5,            8.6,            7.0
              0,            272,            0.0,           -0.5,            0.0,            1.7,           -1.3,            0.6,           -1.6,            1.4,            0.5,           -5.0
              0,            273,            0.0,            0.0,            0.2,            1.5,            0.7,           -0.2,           -2.2,            0.1,           -0.3,           -7.0
              0,            274,            0.0,            0.5,            0.1,            0.3,           -2.8,           -3.1,           -0.2,          -11.6,           -3.1,           -5.7
              0,            275,            0.0,            2.6,           -2.0,            0.1,            0.4,            0.9,           -0.0,           -1.4,            1.0,           -0.0
              0,            276,            0.0,            1.5,            0.4,            0.3,            0.1,            1.0,           -0.6,           -5.7,           -2.2,           -0.7
              0,            277,            0.0,            0.2,            0.5,            0.1,            0.5,           -2.1,           -0.7,           -7.9,          -10.9,           -0.7
              0,            278,            0.0,            0.1,           -0.5,           -0.1,            2.4,           -2.2,            0.6,           -2.9,           16.3,            1.5
              0,            279,            0.0,           -0.9,            1.1,           -0.1,            3.6,            0.5,            0.3,            3.4,           -6.6,            1.8
              0,            280,            0.0,           -1.8,            0.6,           -0.7,            1.5,           -0.2,            1.5,            3.9,           -1.6,            2.0
              0,            281,            0.0,           -0.5,            1.3,            1.1,            0.7,           -2.8,           -0.8,            1.2,           -3.9,           -3.3
              0,            282,            0.0,           -0.0,            0.7,           -1.3,           -0.3,            0.4,            1.2,           -0.4,           -2.5,            5.6
              0,            283,            0.0,           -1.1,            0.1,           -0.3,            1.3,           -0.5,            1.0,            7.6,            1.1,            3.1
              0,            284,            0.0,           -0.2,            0.2,           -0.1,           -0.5,            0.8,            3.7,           -5.9,          -10.5,            3.7
              0,            285,            0.0,           -1.2,            0.6,            0.0,            0.3,            0.7,            0.7,            7.4,           -4.3,            1.2
              0,            286,            0.0,            0.2,           -0.3,           -0.2,            2.9,           -1.9,            1.2,          -11.4,           18.9,           15.7
              0,            287,            0.0,           -0.3,            0.4,            0.8,           -0.4,            0.5,           -1.7,            1.2,           -0.9,          -12.8
              0,            288,            0.0,           -1.3,            0.7,           -0.0,            2.5,           -2.3,           -0.9,            7.9,           -4.0,            1.2
              0,            289,            0.0,            1.4,            2.7,           -0.1,           -1.4,            0.2,           -0.0,           -1.0,           -1.7,            0.1
              0,            290,            0.0,            0.4,           -0.3,            2.1,           -1.9,            1.1,           -0.8,           -0.5,            1.1,           -3.7
              0,            291,            0.0,           -0.4,            0.1,            0.2,           -1.5,            1.1,           -2.8,            9.7,            2.4,           -2.2
              0,            292,            0.0,           -0.2,            1.1,            1.8,            0.7,           -2.1,           -0.3,           -1.3,           -2.5,           -3.0
              0,            293,            0.0,            0.0,           -0.6,            0.4,           -2.0,            0.8,           -2.6,           -1.2,           12.0,           -7.6
              0,            294,            0.0,           -0.0,            0.0,            0.2,           -1.9,            1.3,            0.3,           -5.9,           -3.4,          -15.7
              0,            295,            0.0,            0.0,           -0.1,           -0.1,           -1.7,           -0.8,            3.1,           -3.4,            0.5,            7.8
              0,            296,            0.0,           -0.7,            0.3,           -0.8,            2.2,            1.2,            0.5,            5.8,           -1.7,            8.1
              0,            297,            0.0,            0.0,           -0.0,            0.1,           -2.7,           -0.7,            2.0,           -2.6,            0.4,          -18.8
              0,            298,            0.0,           -1.5,           -0.9,            0.3,            0.5,            0.8,           -2.0,            2.6,            3.2,            2.8
              0,            299,            0.0,           -2.8,            0.2,           -0.0,            0.3,           -1.6,            0.9,            2.4,           -0.1,            0.1
              0,            300,            0.0,            0.1,            0.1,            0.5,            0.2,           -2.0,           -1.1,           -1.1,           10.5,          -17.0
              0,            301,            0.0,            0.1,           -0.1,           -0.2,           -0.4,           -2.3,            2.6,          -41.6,           86.8,           40.0
              0,            302,            0.0,            0.7,           -2.0,           -3.3,            1.5,           -2.0,           -0.3,           -0.2,            0.6,            1.1
              0,            303,            0.0,           -0.5,            0.4,           -0.4,           -1.4,           -3.6,           -0.6,            9.2,           -6.7,           10.4
              0,            304,            0.0,           -0.8,           -0.1,           -0.3,            3.1,           -0.4,           -1.0,           13.2,            1.9,            2.5
              0,            305,            0.0,            0.1,            0.1,           -0.4,           -2.4,            1.4,            0.7,          -12.8,           -2.7,           22.9
              0,            306,            0.0,            0.6,           -0.6,           -0.7,           -0.4,           -0.9,            2.7,           -4.3,            4.4,            6.7
              0,            307,            0.0,            0.9,           -1.5,            0.3,           -1.0,           -1.5,            0.6,           -2.5,            3.8,           -0.6
              0,            308,            0.0,            1.0,           -0.4,            0.7,           -1.0,            0.8,           -1.0,           -3.9,            3.5,           -3.2
              0,            309,            0.0,            0.1,            0.2,           -0.1,            0.7,            0.0,           -0.6,          -28.5,          -47.8,           63.7
              0,            310,            0.0,           -0.2,           -0.3,           -0.7,           -0.8,            0.3,           -0.2,            2.3,            5.3,           11.0
              0,            311,            0.0,            0.3,            0.6,            0.3,           -3.0,            0.5,           -1.7,           -8.2,           -9.8,           -4.3
              0,            312,            0.0,            0.9,           -0.4,            1.8,           -0.4,           -0.1,           -0.7,           -1.8,            1.3,           -3.4
              0,            313,            0.0,           -0.1,           -1.3,           -1.3,            1.3,            0.2,            1.4,           -0.5,            3.0,            3.5
              0,            314,            0.0,           -0.3,           -0.6,           -1.9,            1.7,            0.2,            0.2,           -0.4,           -1.9,            7.6
              0,            315,            0.0,            0.2,           -0.0,            0.0,            2.7,           -1.9,           -2.0,          -34.5,           -3.7,          -13.4
              0,            316,            0.0,           -0.2,            0.0,            0.2,           -0.8,           -0.8,           -1.3,            8.1,            0.4,          -12.5
              0,            317,            0.0,           -1.5,           -1.2,            0.3,            1.8,           -0.5,           -0.2,            3.1,            3.9,           -0.4
