       #time[s],            tag,       mass[kg],           x[m],           y[m],           z[m],        vx[m/s],        vy[m/s],        vz[m/s],      ax[m/s^2],      ay[m/s^2],      az[m/s^2]
              0,             67,            0.1,           -1.3,            1.0,            0.1,            0.3,           -0.3,            0.1,            2.6,           -2.0,            0.1
              0,             68,            0.1,            0.3,           -0.6,            0.4,           -2.5,            0.5,            0.2,           -7.4,            2.3,            0.7
              0,             69,            0.1,            0.2,           -0.3,            0.6,            2.4,           -1.2,           -1.2,           -1.7,           -1.4,           -3.1
              0,             70,            0.1,            0.0,            0.2,            0.8,           -3.1,           -1.0,            0.6,          -22.1,           15.0,          -24.9
              0,             71,            0.1,            1.8,            1.0,            0.3,           -0.3,            2.6,           -1.1,           -2.8,           -1.8,           -0.6
              0,             72,            0.1,            0.4,           -0.1,           -1.7,           -0.8,            0.9,            0.0,           -1.2,           -0.2,            3.2
              0,             73,            0.1,            2.0,           -0.5,            1.5,            0.3,            0.6,           -0.5,           -1.9,            0.5,           -1.7
              0,             74,            0.1,           -0.1,            0.7,            2.4,           -2.3,           -0.2,           -0.5,            0.3,           -1.0,           -2.9
              0,             75,            0.1,            0.1,           -1.3,            0.6,           -0.3,            0.6,           -1.4,           -3.4,            4.0,           -1.9
              0,             76,            0.1,           -2.0,           -1.2,            0.1,           -1.3,            1.5,            0.4,            3.3,            1.2,           -0.0
              0,             77,            0.1,           -1.9,           -0.0,           -0.2,            1.5,            0.1,            0.2,            3.3,           -0.5,            0.4
              0,             78,            0.1,           -0.2,            1.1,           -0.4,            1.6,           -1.0,           -0.8,            5.0,            1.2,           -0.7
              0,             79,            0.1,           -0.1,            1.2,           -0.5,           -0.7,           -0.6,            0.7,           -0.2,          -11.4,            3.4
              0,             80,            0.1,           -0.4,            0.1,            0.1,           -0.2,            0.7,            1.1,            2.7,           -2.1,           -2.6
              0,             81,            0.1,           -0.5,           -1.5,           -0.4,           -0.5,            0.1,            0.9,            0.8,            4.3,            1.3
              0,             82,            0.1,           -0.6,            0.3,            1.2,            0.7,           -0.7,            0.4,          -18.6,          -22.4,            5.0
              0,             83,            0.1,           -0.2,           -1.3,            0.6,            1.3,            0.2,            1.3,            0.0,            3.8,           -1.4
              0,             84,            0.1,            1.2,           -0.2,            0.1,           -2.3,            2.1,           -0.6,           -4.4,           -2.7,           -2.9
              0,             85,            0.1,           -0.0,           -0.7,            0.9,            1.0,            0.3,           -1.3,           -0.1,            2.0,           -4.3
              0,             86,            0.1,           -0.5,           -0.8,           -0.5,            1.0,            2.2,           -0.3,            7.0,            4.8,            3.6
              0,             87,            0.1,            0.9,           -0.3,            0.1,           -1.2,            0.7,           -1.2,            0.9,            2.3,           -1.6
              0,             88,            0.1,            0.1,            1.3,           -1.6,            0.4,           -0.6,            0.9,           -0.1,           -2.2,            2.7
              0,             89,            0.1,            1.5,            0.2,           -0.6,           -1.9,            1.0,           -0.1,           -3.2,           -0.7,            2.2
              0,             90,            0.1,           -1.3,            1.7,            0.9,            0.8,           -0.8,            0.5,            1.5,           -1.8,           -1.5
              0,             91,            0.1,           -1.1,           -1.0,            0.3,            2.4,            0.8,           -2.0,            7.6,           -4.2,           -7.6
              0,             92,            0.1,            0.0,            0.9,           -0.5,            0.1,            0.5,            0.8,           -3.0,           -0.4,            2.5
              0,             93,            0.1,            0.0,            0.8,            0.5,           -3.4,            0.0,            1.0,            2.5,           -0.9,           -2.9
              0,             94,            0.1,            2.0,            0.9,           -2.8,            0.6,           -0.4,           -1.5,           -0.8,           -0.4,            1.2
              0,             95,            0.1,            0.5,            0.4,            1.9,           -0.1,           -0.8,            0.4,           -0.7,           -0.5,           -4.2
              0,             96,            0.1,           -0.4,            1.3,            0.2,            2.6,           -0.8,            1.2,            2.8,           -4.7,           -1.1
              0,             97,            0.1,           -1.1,           -1.7,           -1.0,            1.8,            0.7,            0.4,            1.6,            2.5,            1.6
              0,             98,            0.1,            2.9,           -1.4,            0.0,           -0.3,            2.6,           -2.7,           -1.8,            0.8,           -0.0
              0,             99,            0.1,           -0.3,            1.7,            0.3,           -0.3,            0.3,            0.7,            0.5,           -5.0,           -1.0
