       #time[s],            tag,       mass[kg],           x[m],           y[m],           z[m],        vx[m/s],        vy[m/s],        vz[m/s],      ax[m/s^2],      ay[m/s^2],      az[m/s^2]
              0,             23,            0.1,           -0.7,           -0.8,           -0.2,            1.1,            3.1,           -1.6,            8.6,           10.6,            0.7
              0,             24,            0.1,            0.0,           -1.9,           -2.1,           -0.7,            0.5,           -1.1,           -0.1,            1.6,            1.7
              0,             25,            0.1,            1.4,            0.7,           -1.1,            2.5,            1.3,            1.1,           -3.5,           -1.8,            2.8
              0,             26,            0.1,           -0.8,           -0.1,            0.1,           -0.9,           -1.1,           -4.8,            9.0,           -2.3,           -3.7
              0,             27,            0.1,            1.1,            0.9,           -0.6,           -1.2,           -2.0,           -1.7,           -4.3,           -3.6,            1.3
              0,             28,            0.1,           -0.9,           -0.6,           -0.5,           -2.3,           -2.6,            0.4,           10.4,            7.1,            7.4
              0,             29,            0.1,            0.2,            0.1,            0.4,           -0.9,           -2.9,           -0.5,           -7.9,            0.3,          -16.0
              0,             30,            0.1,           -0.0,           -0.3,            0.1,           -1.1,           -4.3,            1.4,            0.3,            3.9,           -2.0
              0,             31,            0.1,           -0.7,           -1.6,            1.2,           -0.9,           -0.5,           -2.1,            1.0,            3.1,           -2.4
              0,             32,            0.1,           -0.0,            0.3,            0.1,           -2.0,            2.0,            0.3,           -1.1,           -7.6,            7.6
              0,             33,            0.1,            0.1,           -0.0,           -0.5,           -4.5,            2.6,           -1.5,           14.7,           -2.1,           13.7
              0,             34,            0.1,            0.1,           -0.7,            0.0,            1.2,            2.5,           -1.9,           -5.2,           12.6,           -1.4
              0,             35,            0.1,           -0.9,           -0.3,           -0.1,           -3.0,            1.4,           -0.3,            9.6,            1.4,            2.2
              0,             36,            0.1,            0.6,           -0.4,           -0.9,           -3.4,           -0.5,           -0.4,           -6.3,            3.2,            5.8
              0,             37,            0.1,           -0.3,           -0.6,           -0.1,           -0.9,           -1.8,            3.5,            1.3,            8.4,            0.3
              0,             38,            0.1,            1.9,           -1.7,           -1.2,            0.6,            0.2,            0.8,           -1.6,            1.5,            0.9
              0,             39,            0.1,           -1.1,           -0.8,           -0.2,            1.7,            2.1,            0.8,            7.0,            7.2,            0.6
              0,             40,            0.1,           -0.1,            0.3,            0.2,            1.7,            2.9,           -2.3,           13.2,           -8.5,            5.3
              0,             41,            0.1,            0.5,           -0.6,           -1.1,           -2.2,            2.1,            0.4,           -2.1,            5.2,            7.5
              0,             42,            0.1,            0.2,            0.2,           -0.2,            1.6,            3.0,            1.8,          -18.0,           -6.4,            0.7
              0,             43,            0.1,           -0.2,            0.2,            0.4,            1.6,            0.7,           -2.8,           17.1,            1.7,          -14.2
              0,             44,            0.1,           -0.7,           -0.5,            0.1,            1.7,           -1.9,           -0.3,            8.4,            5.6,           -2.7
              0,             45,            0.1,            1.2,           -2.2,            3.0,            2.1,           -2.1,            0.9,           -0.4,            0.6,           -0.9
              0,             46,            0.1,            0.7,            1.4,           -0.5,            1.7,           -0.9,            2.7,           -1.9,           -4.8,            0.9
              0,             47,            0.1,            1.3,           -0.7,           -0.8,           -2.3,           -1.5,            2.0,           -6.8,            4.1,            3.7
              0,             48,            0.1,            0.2,           -0.1,           -0.5,           -4.0,            1.3,            0.1,           -7.2,            9.0,           16.7
              0,             49,            0.1,           -1.1,            1.3,           -0.6,           -0.9,            2.3,           -0.2,            2.9,           -3.8,            1.9
              0,             50,            0.1,            1.8,           -2.1,            0.8,            0.5,           -2.6,           -0.1,           -1.3,            1.4,           -0.7
              0,             51,            0.1,           -1.2,           -0.5,           -0.1,            0.7,            1.0,            2.8,            7.6,            2.0,            2.0
              0,             52,            0.1,            0.1,           -0.6,           -0.5,            3.1,            0.6,           -0.9,           -6.5,           13.1,            6.5
              0,             53,            0.1,            0.2,            0.1,            0.2,           -1.8,           -1.7,            4.7,           -8.4,            2.7,            1.1
              0,             54,            0.1,            0.4,           -0.1,           -0.7,            0.6,           -1.0,            1.6,          -13.0,            4.7,           16.5
              0,             55,            0.1,           -0.2,           -0.1,           -1.1,           -0.3,           -1.0,            2.7,            1.5,           -0.4,            9.7
              0,             56,            0.1,            0.6,           -0.0,           -0.4,           -4.8,            1.2,           -1.0,          -15.8,            2.6,            3.1
              0,             57,            0.1,            0.1,           -0.3,           -0.5,           -2.4,            2.8,            2.5,           -0.8,           10.6,            9.3
              0,             58,            0.1,           -0.6,           -1.2,           -0.7,           -0.1,            2.0,            3.1,           -5.0,            1.1,           -0.2
              0,             59,            0.1,           -0.6,           -0.3,           -0.8,           -0.0,            0.2,           -1.4,            2.1,            2.5,            8.2
              0,             60,            0.1,           -0.8,           -0.2,           -1.0,            3.2,            3.0,           -0.7,            6.9,           -1.0,            8.3
              0,             61,            0.1,            0.1,            0.1,           -0.2,           -0.6,            1.7,           -1.3,           10.9,           10.3,            6.4
              0,             62,            0.1,           -0.7,           -1.3,           -0.8,            0.3,            0.8,           -0.3,            8.4,           10.6,            7.0
              0,             63,            0.1,           -0.6,            1.0,           -0.4,           -3.3,           -1.4,           -0.3,            2.6,           -7.8,            2.2
              0,             64,            0.1,           -0.3,           -0.4,            0.2,            0.3,            1.6,            0.1,            5.6,            8.7,           -4.3
              0,             65,            0.1,           -1.4,            0.2,            0.3,           -0.2,           -1.7,           -1.4,            3.2,           -2.1,           -1.3
              0,             66,            0.1,           -0.5,           -0.1,           -0.4,            2.6,            0.7,           -2.1,            6.0,            0.5,            5.5
              0,             67,            0.1,           -0.2,           -0.1,            0.3,            2.5,           -1.8,           -0.8,          -44.4,           12.8,           -2.2
              0,             68,            0.1,           -0.5,           -1.0,            1.1,           -1.0,            0.0,           -0.8,            0.9,            3.2,           -4.5
              0,             69,            0.1,            1.1,           -0.5,           -0.6,           -0.0,            1.3,           -1.5,           -4.3,            1.2,           -0.2
              0,             70,            0.1,           -1.4,           -0.5,            0.1,            0.2,           -0.8,           -2.0,            9.3,            2.0,           -3.7
              0,             71,            0.1,            0.9,            2.3,           -0.5,           -1.9,            0.9,           -1.0,           -0.8,           -2.6,            0.4
              0,             72,            0.1,           -0.5,            0.4,           -0.4,           -0.4,           -1.0,            4.1,           12.4,          -14.6,           -1.3
              0,             73,            0.1,            1.6,           -0.0,            0.7,           -1.5,            0.7,           -1.7,           -4.0,            0.0,           -2.1
              0,             74,            0.1,           -1.5,            0.3,            1.3,           -1.5,           -0.8,           -2.7,            2.7,           -0.7,           -3.4
              0,             75,            0.1,           -0.4,            0.4,           -0.5,            0.6,            3.6,           -0.1,           -4.1,           -9.8,           17.2
              0,             76,            0.1,           -2.1,           -0.0,            0.3,            1.2,            1.9,            0.1,            5.3,            0.2,           -0.9
              0,             77,            0.1,            0.4,            0.2,            0.4,            3.1,            0.8,            0.7,          -16.6,          -11.8,          -11.1
              0,             78,            0.1,           -0.1,           -0.6,           -0.5,           -0.9,           -3.1,           -0.7,            4.6,           10.2,            5.8
              0,             79,            0.1,            0.2,           -0.1,           -0.4,           -0.3,           -0.5,           -0.4,           -3.5,            6.9,           -4.6
              0,             80,            0.1,           -0.5,           -0.1,            0.4,            1.3,           -1.8,            0.3,           13.3,            1.4,          -14.0
              0,             81,            0.1,           -0.3,           -0.1,            0.3,            2.9,            4.2,           -0.3,           52.4,           -5.7,          -12.3
              0,             82,            0.1,           -0.5,           -0.7,           -0.2,           -0.1,           -1.2,           -4.9,           -0.6,            9.0,            2.5
              0,             83,            0.1,            0.3,           -0.2,            0.6,           -0.5,            3.0,           -2.2,           -5.0,            5.7,          -13.7
              0,             84,            0.1,           -1.1,            0.3,           -0.1,           -2.3,           -1.3,            0.6,            8.5,           -4.2,            1.5
              0,             85,            0.1,            0.2,            0.1,           -0.6,            0.4,           -1.7,           -2.1,           -2.4,           -8.8,           18.5
              0,             86,            0.1,            1.7,            2.6,            0.2,            3.1,            4.0,            1.0,           -1.1,           -1.6,           -0.4
              0,             87,            0.1,           -0.5,            0.2,           -0.4,           -2.2,            0.6,            0.3,            7.8,            4.6,            5.5
              0,             88,            0.1,            0.1,            0.2,           -0.2,           -0.1,           -3.6,            3.2,           11.6,          -22.0,           -2.1
              0,             89,            0.1,           -0.8,            0.3,           -0.1,           -3.1,           -2.4,            1.9,            9.7,           -5.5,            1.9
              0,             90,            0.1,           -0.3,            0.5,            0.7,            2.1,           -3.0,           -2.1,            2.3,           -5.8,          -12.3
              0,             91,            0.1,            0.6,            0.3,           -0.7,            3.2,            1.7,            1.1,          -11.1,           -4.4,            9.2
              0,             92,            0.1,            0.2,           -0.3,           -0.2,            1.8,           -3.3,            1.4,           -7.2,           19.4,            4.8
              0,             93,            0.1,           -1.7,            0.2,            0.3,           -1.2,           -2.4,           -0.9,            8.5,           -1.6,           -3.0
              0,             94,            0.1,            2.2,            0.6,           -3.6,            0.1,           -0.6,           -0.7,           -0.6,           -0.2,            1.0
              0,             95,            0.1,            0.2,           -0.2,            1.1,           -1.1,           -0.8,           -2.9,           -1.7,            1.7,           -8.6
              0,             96,            0.1,            0.7,           -0.3,            0.3,           -0.8,           -2.3,           -1.5,          -11.4,            5.1,           -4.6
              0,             97,            0.1,            0.2,           -0.1,           -0.1,            1.2,            5.1,            1.5,           -4.0,           -1.7,           -8.3
              0,             98,            0.1,            2.2,            0.5,           -1.8,           -1.8,            2.7,           -2.3,           -1.9,           -0.4,            1.3
              0,             99,            0.1,           -0.4,            0.6,            0.5,           -0.1,           -4.3,           -1.0,            4.6,          -10.0,           -6.0
